Invoice No;Invoice Date;Party Name;City;State;Cat No;Product Description;Product Category;Quantity;Rate;Total Amt;Net Amount;TCS;Freight;Disc %;Adjustment Of Goods Return;LR No;LR Date;Transporter Name;Order No;PO No;Order Dt;Sales Person Name
JSC-01043/25-26;12.06.2025;THE ILECO;Chennai;Tamil Nadu;1001-917;GR 1 46X57CM 100/PK;467 CF Lab Catalogue Qualitative;10;10817;108170;;;;42.00;0;282253612;12.06.2025;DELHIVERY LIMITED;SOP-01032/25-26;337;11.06.2025;Elumalai
JSC-01043/25-26;12.06.2025;THE ILECO;Chennai;Tamil Nadu;1441-110;GR 41 11CM 100/PK;468 CF Lab Catalogue Quantitative;2;3248;6496;;;;42.00;0;282253612;12.06.2025;DELHIVERY LIMITED;SOP-01032/25-26;337;11.06.2025;Elumalai
JSC-01043/25-26;12.06.2025;THE ILECO;Chennai;Tamil Nadu;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;40;3427.8;137112;;;;42.00;0;282253612;12.06.2025;DELHIVERY LIMITED;SOP-01032/25-26;337;11.06.2025;Elumalai
JSC-01043/25-26;12.06.2025;THE ILECO;Chennai;Tamil Nadu;1442-917;GR 42 46 x 57CM 100/PK;468 CF Lab Catalogue Quantitative;2;40843.6;81687.2;;;;42.00;0;282253612;12.06.2025;DELHIVERY LIMITED;SOP-01032/25-26;337;11.06.2025;Elumalai
JSC-01043/25-26;12.06.2025;THE ILECO;Chennai;Tamil Nadu;1822-025;GF/C 2.5CM 100/PK;461 GF Lab Catalogue;25;2279.4;56985;;;;42.00;0;282253612;12.06.2025;DELHIVERY LIMITED;SOP-01032/25-26;337;11.06.2025;Elumalai
JSC-01043/25-26;12.06.2025;THE ILECO;Chennai;Tamil Nadu;66191ME;ME25/21 ST 0.45uM 47MM 2000/PK;Pall;10;21500;215000;;;;86.41;0;282253612;12.06.2025;DELHIVERY LIMITED;SOP-01032/25-26;337;11.06.2025;Elumalai
JSC-01043/25-26;12.06.2025;THE ILECO;Chennai;Tamil Nadu;4118;V Prep 25mm NYLON .45um 1000pk;PALL LIFESCIENCE;10;27332;273320;;;;0.00;0;282253612;12.06.2025;DELHIVERY LIMITED;SOP-01032/25-26;337;11.06.2025;Elumalai
JSC-01044/25-26;12.06.2025;VASCO SCIENTIFICS PVT LTD;Hyderabad;Telangana;1001-110;GR 1 11.0CM 100/PK;467 CF Lab Catalogue Qualitative;15;997.6;14964;19074;0;1200;42.00;0;51599596786;12.06.2025;BLUE DART EXPRESS LTD;SOP-01033/25-26;VSH-PO/0625/0032;11.06.2025;Sreenivas Mandadi
JSC-01045/25-26;12.06.2025;SHREE BALAJI ENTERPRISES;Siliguri;West Bengal;1001-125;GR 1 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;31;1067;33077;851092;0;0;45.00;0;1085291469;12.06.2025;VRL LOGISTICS LTD;SOP-00927/25-26;order dated 04.06.2025 (2nd order)-1;04.06.2025;Sudip
JSC-01045/25-26;12.06.2025;SHREE BALAJI ENTERPRISES;Siliguri;West Bengal;1440-125;GR 40 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;15;3278;49170;;;;45.00;0;1085291469;12.06.2025;VRL LOGISTICS LTD;SOP-00927/25-26;order dated 04.06.2025 (2nd order)-1;04.06.2025;Sudip
JSC-01045/25-26;12.06.2025;SHREE BALAJI ENTERPRISES;Siliguri;West Bengal;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;124;3404.5;422158;;;;45.00;0;1085291469;12.06.2025;VRL LOGISTICS LTD;SOP-00927/25-26;order dated 04.06.2025 (2nd order)-1;04.06.2025;Sudip
JSC-01045/25-26;12.06.2025;SHREE BALAJI ENTERPRISES;Siliguri;West Bengal;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;15;3250.5;48757.5;;;;45.00;0;1085291469;12.06.2025;VRL LOGISTICS LTD;SOP-00927/25-26;order dated 04.06.2025 (2nd order)-1;04.06.2025;Sudip
JSC-01045/25-26;12.06.2025;SHREE BALAJI ENTERPRISES;Siliguri;West Bengal;1703-050;ASHLESS CLIPPINGS 500g/PK;471 Lab Catalogue Speciality;36;4669.5;168102;;;;45.00;0;1085291469;12.06.2025;VRL LOGISTICS LTD;SOP-00927/25-26;order dated 04.06.2025 (2nd order)-1;04.06.2025;Sudip
JSC-01046/25-26;12.06.2025;Ajay Scientific Co.;Mumbai;Maharashtra;6872-1304;Whatman GD/X 13/0.45 PVDF 150/PK;490 EF Lab Cat Syringe Filters;3;19404;58212;68690;0;0;37.00;0;BHIWANDI;12.06.2025;hand delivery;SOP-01034/25-26;18;11.06.2025;Rahul
JSC-01047/25-26;12.06.2025;JIGNESH AGENCY PVT. LTD;Vapi;Gujarat;1822-125;GF/C 12.5CM 100/PK;461 GF Lab Catalogue;2;12220.6;24441.2;28900;0;50;42.00;0;2,01E+11;12.06.2025;Mahavir Courier;SOP-01042/25-26;510;12.06.2025;Shishir
JSC-01048/25-26;13.06.2025;Pattanaik Scientific Supply Syndicate (WHM);Bhubaneswar;Odisha;7188-004;WCN WH 0.8uM 47MM 100/PK;478 Lab Membranes - Catalogue;2;6090;12180;14490;0;100;42.00;0;100423502;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01035/25-26;006/PSSS;11.06.2025;Arnab
JSC-01049/25-26;13.06.2025;HI-TECH SCIENTIFIC & SURGICALS;Haldwani;Uttarakhand;9913-2502;Whatman Uniflo 25mm 0.22 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;1;2557.8;2557.8;3136;0;100;37.00;0;1,00E+11;13.06.2025;TRACKON COURIER PVT.LTD;SOP-01037/25-26;PO-10;12.06.2025;Nitin
JSC-01050/25-26;13.06.2025;BIOLINKK;New Delhi;Delhi;1820-047;GF/A 4.7CM 100/PK;461 GF Lab Catalogue;1;3346.6;3346.6;38951;0;200;42.00;0;200325750;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01041/25-26,SOP-01040/25-26,SOP-01038/25-26;BK/PUR/6918-RR,BK/PUR/6915-RR,BK/PUR/6914-RR;12.06.2025;Rakesh Ranjan
JSC-01050/25-26;13.06.2025;BIOLINKK;New Delhi;Delhi;1454-125;GR 54 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;5;4872;24360;;;;42.00;0;200325750;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01041/25-26,SOP-01040/25-26,SOP-01038/25-26;BK/PUR/6918-RR,BK/PUR/6915-RR,BK/PUR/6914-RR;12.06.2025;Rakesh Ranjan
JSC-01050/25-26;13.06.2025;BIOLINKK;New Delhi;Delhi;9913-2504;Whatman Uniflo 25mm 0.45 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;2;2551.5;5103;;;;37.00;0;200325750;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01041/25-26,SOP-01040/25-26,SOP-01038/25-26;BK/PUR/6918-RR,BK/PUR/6915-RR,BK/PUR/6914-RR;12.06.2025;Rakesh Ranjan
JSC-01051/25-26;13.06.2025;VASA SCIENTIFIC CO.(BANGALORE);Banglore;Karnataka;1442-150;GR 42 15CM 100/PK;468 CF Lab Catalogue Quantitative;4;4564.6;18258.4;21781;0;200;42.00;0;200325749;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01039/25-26;2501197;12.06.2025;Vishnu Kiran
JSC-01052/25-26;13.06.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;10;3590.2;35902;42541;0;150;42.00;0;2,01E+11;13.06.2025;Mahavir Courier;SOP-01051/25-26;614-MUMBAI;12.06.2025;Rahul
JSC-01053/25-26;13.06.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;8;3427.8;27422.4;32358;0;0;42.00;0;2,01E+11;13.06.2025;Mahavir Courier;SOP-01049/25-26;613-GUJARAT;12.06.2025;Shishir
JSC-01054/25-26;13.06.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1004-917;GR 4 46x57CM 100/PK;467 CF Lab Catalogue Qualitative;2;22608.4;45216.8;51091;0;400;42.00;0;2,01E+11;13.06.2025;Mahavir Courier;SOP-01048/25-26;38;12.06.2025;Shishir
JSC-01055/25-26;13.06.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1004-110;GR 4 11CM 100/PK;467 CF Lab Catalogue Qualitative;20;1287.6;25752;30564;0;150;42.00;0;2,01E+11;13.06.2025;Mahavir Courier;SOP-01046/25-26;166;12.06.2025;Shishir
JSC-01056/25-26;13.06.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;66191;GN6 grid .45um 47mm gam bulk 2000pk;Pall Life Science;3;21500;64500;333933;0;1500;0.00;0;282285390;13.06.2025;DELHIVERY LIMITED;SOP-01043/25-26;AF-P-038/25-26;12.06.2025;Shishir
JSC-01056/25-26;13.06.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;66191ME;ME25/21 ST 0.45uM 47MM 2000/PK;Pall;5;21500;107500;;;;86.41;0;282285390;13.06.2025;DELHIVERY LIMITED;SOP-01043/25-26;AF-P-038/25-26;12.06.2025;Shishir
JSC-01056/25-26;13.06.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;4652;Acrodisc 32mm SUPOR .2um gam 50pk;PALL LIFESCIENCE;20;5474.7;109494;;;;37.00;0;282285390;13.06.2025;DELHIVERY LIMITED;SOP-01043/25-26;AF-P-038/25-26;12.06.2025;Shishir
JSC-01057/25-26;13.06.2025;International Scientific Instrument Co;Delhi;Delhi;1001-125;GR 1 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;100;1125.2;112520;581692;0;0;42.00;0;282284646;13.06.2025;DELHIVERY LIMITED;SOP-01055/25-26;ISIC-PO-2024-25-104;12.06.2025;Rakesh Ranjan
JSC-01057/25-26;13.06.2025;International Scientific Instrument Co;Delhi;Delhi;1003-125;GR 3 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;1;2424.4;2424.4;;;;42.00;0;282284646;13.06.2025;DELHIVERY LIMITED;SOP-01055/25-26;ISIC-PO-2024-25-104;12.06.2025;Rakesh Ranjan
JSC-01057/25-26;13.06.2025;International Scientific Instrument Co;Delhi;Delhi;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;40;3590.2;143608;;;;42.00;0;282284646;13.06.2025;DELHIVERY LIMITED;SOP-01055/25-26;ISIC-PO-2024-25-104;12.06.2025;Rakesh Ranjan
JSC-01057/25-26;13.06.2025;International Scientific Instrument Co;Delhi;Delhi;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;40;3427.8;137112;;;;42.00;0;282284646;13.06.2025;DELHIVERY LIMITED;SOP-01055/25-26;ISIC-PO-2024-25-104;12.06.2025;Rakesh Ranjan
JSC-01057/25-26;13.06.2025;International Scientific Instrument Co;Delhi;Delhi;1851-047;QMA 4.7CM 100/PK;461 GF Lab Catalogue;1;16680.8;16680.8;;;;42.00;0;282284646;13.06.2025;DELHIVERY LIMITED;SOP-01055/25-26;ISIC-PO-2024-25-104;12.06.2025;Rakesh Ranjan
JSC-01057/25-26;13.06.2025;International Scientific Instrument Co;Delhi;Delhi;9913-2502;Whatman Uniflo 25mm 0.22 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;1;2557.8;2557.8;;;;37.00;0;282284646;13.06.2025;DELHIVERY LIMITED;SOP-01055/25-26;ISIC-PO-2024-25-104;12.06.2025;Rakesh Ranjan
JSC-01057/25-26;13.06.2025;International Scientific Instrument Co;Delhi;Delhi;7592-104;PM 2.5 PTFE W/PP RING 50/PK;478 Lab Membranes - Catalogue;5;13595.2;67976;;;;42.00;0;282284646;13.06.2025;DELHIVERY LIMITED;SOP-01055/25-26;ISIC-PO-2024-25-104;12.06.2025;Rakesh Ranjan
JSC-01057/25-26;13.06.2025;International Scientific Instrument Co;Delhi;Delhi;9914-2504;Whatman Uniflo 25mm 0.45 PES S 45/PK;490 EF Lab Cat Syringe Filters;4;2520;10080;;;;37.00;0;282284646;13.06.2025;DELHIVERY LIMITED;SOP-01055/25-26;ISIC-PO-2024-25-104;12.06.2025;Rakesh Ranjan
JSC-01058/25-26;13.06.2025;TEJAS ENTERPRISE;Mumbai;Maharashtra;1001-185;GR 1 18.5CM 100/PK;467 CF Lab Catalogue Qualitative;10;1977.8;19778;23338;0;0;42.00;0;bhiwandi;13.06.2025;Hand Delivery;SOP-01053/25-26;TEO-00075/25-26;12.06.2025;Rahul
JSC-01059/25-26;13.06.2025;BIOSOLUTIONS INDIA (WHM);Hyderabad;Telangana;1440-055;GR 40 5.5CM 100/PK;468 CF Lab Catalogue Quantitative;1;1745.8;1745.8;77175;0;600;42.00;0;53575118925;13.06.2025;BLUE DART EXPRESS LTD;SOP-00964/25-26,SOP-01010/25-26,SOP-01045/25-26,SOP-01054/25-26;BSI/25-26/3082,BSI/25-26/3094,BSI/25-26/3097,BSI/25-26/3099;12.06.2025;Sreenivas Mandadi
JSC-01059/25-26;13.06.2025;BIOSOLUTIONS INDIA (WHM);Hyderabad;Telangana;9915-2504;Whatman Uniflo 25MM 0.45 PES S 200/PK;490 EF Lab Cat Syringe Filters;2;11982.6;23965.2;;;;37.00;0;53575118925;13.06.2025;BLUE DART EXPRESS LTD;SOP-00964/25-26,SOP-01010/25-26,SOP-01045/25-26,SOP-01054/25-26;BSI/25-26/3082,BSI/25-26/3094,BSI/25-26/3097,BSI/25-26/3099;12.06.2025;Sreenivas Mandadi
JSC-01059/25-26;13.06.2025;BIOSOLUTIONS INDIA (WHM);Hyderabad;Telangana;4652;Acrodisc 32mm SUPOR .2um gam 50pk;PALL LIFESCIENCE;1;5474.7;5474.7;;;;37.00;0;53575118925;13.06.2025;BLUE DART EXPRESS LTD;SOP-00964/25-26,SOP-01010/25-26,SOP-01045/25-26,SOP-01054/25-26;BSI/25-26/3082,BSI/25-26/3094,BSI/25-26/3097,BSI/25-26/3099;12.06.2025;Sreenivas Mandadi
JSC-01059/25-26;13.06.2025;BIOSOLUTIONS INDIA (WHM);Hyderabad;Telangana;4654;Acrodisc 32mm SUPOR .45um gam 50pk;PALL LIFESCIENCE;1;8038.8;8038.8;;;;37.00;0;53575118925;13.06.2025;BLUE DART EXPRESS LTD;SOP-00964/25-26,SOP-01010/25-26,SOP-01045/25-26,SOP-01054/25-26;BSI/25-26/3082,BSI/25-26/3094,BSI/25-26/3097,BSI/25-26/3099;12.06.2025;Sreenivas Mandadi
JSC-01059/25-26;13.06.2025;BIOSOLUTIONS INDIA (WHM);Hyderabad;Telangana;9913-2502;Whatman Uniflo 25mm 0.22 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;10;2557.8;25578;;;;37.00;0;53575118925;13.06.2025;BLUE DART EXPRESS LTD;SOP-00964/25-26,SOP-01010/25-26,SOP-01045/25-26,SOP-01054/25-26;BSI/25-26/3082,BSI/25-26/3094,BSI/25-26/3097,BSI/25-26/3099;12.06.2025;Sreenivas Mandadi
JSC-01060/25-26;13.06.2025;S.K.TRADERS (INDORE);Indore;Madhya Pradesh;1002-125;GR 2 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;2;1345.6;2691.2;430589;0;550;42.00;0;100423500;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01057/25-26;PJ-PR2500882;12.06.2025;Jitender
JSC-01060/25-26;13.06.2025;S.K.TRADERS (INDORE);Indore;Madhya Pradesh;1822-090;GF/C 9CM 100/PK;461 GF Lab Catalogue;50;7233.3;361665;;;;43.00;0;100423500;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01057/25-26;PJ-PR2500882;12.06.2025;Jitender
JSC-01061/25-26;13.06.2025;JIGNESH AGENCY PVT. LTD;Bharuch;Gujarat;6872-2504;GD/X 25/0.45 PVDF 150/PK;490 EF Lab Cat Syringe Filters;3;26491.5;79474.5;93898;0;100;37.00;0;2,01E+11;13.06.2025;Mahavir Courier;SOP-01059/25-26;304;13.06.2025;Shishir
JSC-01062/25-26;13.06.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;GFAE025100;A/E Glass fiber Disc filter, 25mm,100/pk;PALL LIFESCIENCE;100;1444;144400;170805;0;350;74.21;0;100423499;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01061/25-26;36/25-26;13.06.2025;Rahul
JSC-01063/25-26;13.06.2025;MALTI LAB SOLUTIONS PRIVATE LIMITED;Thane;Maharashtra;1822-090;GF/C 9CM 100/PK;461 GF Lab Catalogue;1;7360.2;7360.2;8732;0;40;42.00;0;1,00E+11;13.06.2025;TRACKON COURIERS PVT.LTD.;SOP-01065/25-26;ME/TARAPUR/SAMRUDH/13/6/2025;13.06.2025;Rahul
JSC-01065/25-26;13.06.2025;MEHTA SCIENTIFIC CORP.(CHENNAI);Chennai;Tamil Nadu;1003-125;GR 3 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;200;2340.8;468160;552429;0;0;44.00;0;282289099;13.06.2025;DELHIVERY LIMITED;SOP-01066/25-26;msc/003;13.06.2025;Elumalai
JSC-01066/25-26;13.06.2025;MEHTA SCIENTIFIC CORP.(CHENNAI);Chennai;Tamil Nadu;9913-2502;Whatman Uniflo 25mm 0.22 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;24;2557.8;61387.2;72437;0;0;37.00;0;282289400;13.06.2025;DELHIVERY LIMITED;SOP-01066/25-26;msc/003;13.06.2025;Elumalai
JSC-01067/25-26;13.06.2025;MALTI LAB SOLUTIONS PRIVATE LIMITED;Mumbai;Maharashtra;1001-090;GR 1 9.0CM 100/PK;467 CF Lab Catalogue Qualitative;44;879.2;38684.8;69514;0;200;44.00;0;100423501;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01022/25-26;NEW ORDER WHATMAN 100625;11.06.2025;Rahul
JSC-01067/25-26;13.06.2025;MALTI LAB SOLUTIONS PRIVATE LIMITED;Mumbai;Maharashtra;1440-125;GR 40 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;6;3337.6;20025.6;;;;44.00;0;100423501;13.06.2025;IWAY LOGISTICS SERVICES PRIVATE LIMITED;SOP-01022/25-26;NEW ORDER WHATMAN 100625;11.06.2025;Rahul
JSC-01068/25-26;13.06.2025;ICON BIOSYSTEMS;Hyderabad;Telangana;60307I;Supor PES Disc Filter 293mm 0.2um 25pk;HLSS;40;7900;316000;375004;0;1800;0.00;0;53575117470;13.06.2025;BLUE DART EXPRESS LTD;SOP-05715/24-25;IB-24-25-38 (Schedule 1st week of July-25);22.02.2025;Sreenivas Mandadi
JSC-01069/25-26;13.06.2025;ALPHA BIOSOLUTIONS;Chennai;Tamil Nadu;66191ME;ME25/21 ST 0.45uM 47MM 2000/PK;Pall;10;21500;215000;627093;0;0;86.41;0;282292084;13.06.2025;DELHIVERY LIMITED;SOP-01064/25-26;ABS/JS/PO/030/25 – 26;12.06.2025;Elumalai
JSC-01069/25-26;13.06.2025;ALPHA BIOSOLUTIONS;Chennai;Tamil Nadu;1001-917;GR 1 46X57CM 100/PK;467 CF Lab Catalogue Qualitative;10;10817;108170;;;;42.00;0;282292084;13.06.2025;DELHIVERY LIMITED;SOP-01064/25-26;ABS/JS/PO/030/25 – 26;12.06.2025;Elumalai
JSC-01069/25-26;13.06.2025;ALPHA BIOSOLUTIONS;Chennai;Tamil Nadu;4241;Magfun 47mm w/lid 300 ml Polphenslph 1pk;PALL LIFESCIENCE;8;14880.6;119044.8;;;;37.00;0;282292084;13.06.2025;DELHIVERY LIMITED;SOP-01064/25-26;ABS/JS/PO/030/25 – 26;12.06.2025;Elumalai
JSC-01069/25-26;13.06.2025;ALPHA BIOSOLUTIONS;Chennai;Tamil Nadu;9910-2504;Whatman Uniflo 25mm 0.45 Nylon 500/PK;490 EF Lab Cat Syringe Filters;2;12322.8;24645.6;;;;37.00;0;282292084;13.06.2025;DELHIVERY LIMITED;SOP-01064/25-26;ABS/JS/PO/030/25 – 26;12.06.2025;Elumalai
JSC-01069/25-26;13.06.2025;ALPHA BIOSOLUTIONS;Chennai;Tamil Nadu;4251;Acro Vent 50mm PTFE .2um HB 18pk;PALL LIFESCIENCE;5;11825.1;59125.5;;;;37.00;0;282292084;13.06.2025;DELHIVERY LIMITED;SOP-01064/25-26;ABS/JS/PO/030/25 – 26;12.06.2025;Elumalai
JSC-01069/25-26;13.06.2025;ALPHA BIOSOLUTIONS;Chennai;Tamil Nadu;4652;Acrodisc 32mm SUPOR .2um gam 50pk;PALL LIFESCIENCE;2;5474.7;10949.4;;;;37.00;0;282292084;13.06.2025;DELHIVERY LIMITED;SOP-01064/25-26;ABS/JS/PO/030/25 – 26;12.06.2025;Elumalai
JSC-01070/25-26;16.06.2025;SITEC LABS PVT. LTD.;Navi Mumbai;Maharashtra;182510158;GF/F 81mm 100PK;WHM;2;20566;41132;48536;0;0;0.00;0;mumbai;16.06.2025;hand delivery;SOP-01044/25-26;4800746246;12.06.2025;Rahul
JSC-01071/25-26;17.06.2025;CIPLA LTD. (HIMACHAL PRADESH);Baddi;Himachal Pradesh;7184-004;WCN WH 0.45uM 47MM 100/PK;478 Lab Membranes - Catalogue;4;4354;17416;31834;0;0;30.00;0;58152133093;17.06.2025;BLUE DART EXPRESS LTD;SOP-01090/25-26;4800747013;16.06.2025;Nitin
JSC-01071/25-26;17.06.2025;CIPLA LTD. (HIMACHAL PRADESH);Baddi;Himachal Pradesh;7182-004;WCN WH 0.2uM 47MM 100/PK;478 Lab Membranes - Catalogue;2;4781;9562;;;;30.00;0;58152133093;17.06.2025;BLUE DART EXPRESS LTD;SOP-01090/25-26;4800747013;16.06.2025;Nitin
JSC-01072/25-26;17.06.2025;CIPLA LTD (BANGALORE);Banglore;Karnataka;9895-10104;Grade 41 125MM PYRAMID 100/PK;PYRAMID;5;3640;18200;21476;0;0;0.00;0;58152132931;17.06.2025;BLUE DART EXPRESS LTD;SOP-01089/25-26;4800746816;14.06.2025;Vishnu Kiran
JSC-01073/25-26;17.06.2025;MEDITAB SPECIALITIES PVT.LTD.(GOA);Goa;Goa;6874-1304;Whatman GD/X 13/0.45 PTFE 150/PK;490 EF Lab Cat Syringe Filters;1;17710;17710;20898;0;0;41.80;0;51599596882;17.06.2025;KRISH COLD CHAIN LOGISTICS PVT LTD;SOP-01074/25-26;4800746701;13.06.2025;Rahul
JSC-01074/25-26;17.06.2025;THE ILECO;Chennai;Tamil Nadu;1442-917;GR 42 46 x 57CM 100/PK;468 CF Lab Catalogue Quantitative;2;40843.6;81687.2;91490;0;0;42.00;0;282415153;17.06.2025;DELHIVERY LIMITED;SOP-01085/25-26;350;14.06.2025;Elumalai
JSC-01075/25-26;17.06.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;1001-090;GR 1 9.0CM 100/PK;467 CF Lab Catalogue Qualitative;2;910.6;1821.2;20771;0;50;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01088/25-26;617-GUJARAT;16.06.2025;Shishir
JSC-01075/25-26;17.06.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;9909-2504;Whatman Uniflo 25mm 0.45 PVDF 500/PK;490 EF Lab Cat Syringe Filters;1;15731.1;15731.1;;;;37.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01088/25-26;617-GUJARAT;16.06.2025;Shishir
JSC-01076/25-26;17.06.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;6894-2504;GD/X 25/0.45 GMF 150/PK;490 EF Lab Cat Syringe Filters;3;32967.9;98903.7;151156;0;200;37.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01096/25-26,SOP-01071/25-26;171,000167;13.06.2025;Shishir
JSC-01076/25-26;17.06.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;10313209;1450CV 90MM 50/PK;467 CF Lab Catalogue Qualitative;2;864.2;1728.4;;;;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01096/25-26,SOP-01071/25-26;171,000167;13.06.2025;Shishir
JSC-01076/25-26;17.06.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;2800-258;THIMBLE ST 25x80MM 25/PK;469 CF Lab Catalogue Thimbles;3;9088.6;27265.8;;;;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01096/25-26,SOP-01071/25-26;171,000167;13.06.2025;Shishir
JSC-01077/25-26;17.06.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1822-047;GF/C 4.7CM 100/PK;461 GF Lab Catalogue;25;3364;84100;163684;0;200;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01102/25-26,SOP-01084/25-26,SOP-01069/25-26;41,40,39;14.06.2025;Shishir
JSC-01077/25-26;17.06.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1444-125;GR 44 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;2;3543.8;7087.6;;;;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01102/25-26,SOP-01084/25-26,SOP-01069/25-26;41,40,39;14.06.2025;Shishir
JSC-01077/25-26;17.06.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1441-150;GR 41 15CM 100/PK;468 CF Lab Catalogue Quantitative;10;4732.8;47328;;;;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01102/25-26,SOP-01084/25-26,SOP-01069/25-26;41,40,39;14.06.2025;Shishir
JSC-01078/25-26;17.06.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;1823-047;GF/D 4.7CM 100/PK;461 GF Lab Catalogue;9;5829;52461;89946;0;100;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01080/25-26;616-MUMBAI;14.06.2025;Rahul
JSC-01078/25-26;17.06.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;1827-047;934-AH 4.7CM 100/PK;461 GF Lab Catalogue;4;5916;23664;;;;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01080/25-26;616-MUMBAI;14.06.2025;Rahul
JSC-01079/25-26;17.06.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1001-090;GR 1 9.0CM 100/PK;467 CF Lab Catalogue Qualitative;20;910.6;18212;44517;0;200;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01092/25-26;168;16.06.2025;Shishir
JSC-01079/25-26;17.06.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1004-110;GR 4 11CM 100/PK;467 CF Lab Catalogue Qualitative;15;1287.6;19314;;;;42.00;0;2,01E+11;17.06.2025;Mahavir Courier;SOP-01092/25-26;168;16.06.2025;Shishir
JSC-01080/25-26;17.06.2025;HINDUSTAN TRADERS (NEW);Rourkela;Odisha;1001-917;GR 1 46X57CM 100/PK;467 CF Lab Catalogue Qualitative;4;10444;41776;282201;0;1600;44.00;0;51599596801;17.06.2025;BLUE DART EXPRESS LTD;SOP-01062/25-26;HT/25-26/HT/13.06.25;13.06.2025;Arnab
JSC-01080/25-26;17.06.2025;HINDUSTAN TRADERS (NEW);Rourkela;Odisha;1004-125;GR 4 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;12;1456;17472;;;;44.00;0;51599596801;17.06.2025;BLUE DART EXPRESS LTD;SOP-01062/25-26;HT/25-26/HT/13.06.25;13.06.2025;Arnab
